,278,Galbena
,278,Galda De Jos
,278,Galda De Sus
,278,Galtiu
,278,Gambas
,278,Ganesti
,278,Garbova
,278,Garbova de Jos
,278,Garbova De Sus
,278,Garbovita
,278,Garda De Sus
,278,Garda Seaca
,278,Garda-Barbulesti
,278,Garde
,278,Geamana
,278,Geoagiu De Sus
,278,Geogel
,278,Geomal
,278,Ghedulesti
,278,Ghetari
,278,Ghioncani
,278,Ghirbom
,278,Giurgiut
,278,Gligoresti
,278,Glod
,278,Glogovet
,278,Goasele
,278,Goiesti
,278,Gojeiesti
,278,Gorgan
,278,Grosi
,278,Gura Ariesului
,278,Gura Cornei
,278,Gura Cutului
,278,Gura Izbitei
,278,Gura Rosiei
,278,Gura Sohodol
,278,Hadarau
,278,Haiducesti
,278,Hanasesti (Poiana Vadului)
,278,Hapria
,278,Harasti
,278,Hategana
,278,Heleresti
,278,Helesti
,278,Henig
,278,Heria
,278,Hoanca (Sohodol)
,278,Hoanca (Vidra)
,278,Hodisesti
,278,Hodobana
,278,Holobani
,278,Hoparta
,278,Horea
,278,Hudricesti
,278,Huzaresti
,278,Iacobesti
,278,Ibru
,278,Iclod
,278,Ighiel
,278,Ighiu
,278,Ignatesti
,278,Iliesti
,278,Incesti (Avram Iancu)
,278,Inoc
,278,Intregalde
,278,Inuri
,278,Isca
,278,Ivanis
,278,Izbicioara
,278,Izbita
,278,Izlaz
,278,Izvoarele (Blaj)
,278,Izvoarele (Garda De Sus)
,278,Izvoarele (Livezile)
,278,Izvoru Ampoiului
,278,Jeflesti
,278,Jidostina
,278,Jidvei
,278,Jojei
,278,Joldisesti
,278,Jurcuiesti
,278,Lancram
,278,Laz (Sasciori)
,278,Laz (Vintu De Jos)
,278,Lazesti (Scarisoara)
,278,Lazesti (Vadu Motilor)
,278,Lazuri (Lupsa)
,278,Lazuri (Sohodol)
,278,Lehesti
,278,Leorint
,278,Lespezea
,278,Limba
,278,Lipaia
,278,Livezile
,278,Lodroman
,278,Loman
,278,Lopadea Noua
,278,Lopadea Veche
,278,Luminesti
,278,Lunca (Lupsa)
,278,Lunca (Posaga)
,278,Lunca (Valea Lunga)
,278,Lunca (Vidra)
,278,Lunca Ampoitei
,278,Lunca Bisericii
,278,Lunca de Jos
,278,Lunca Goiesti
,278,Lunca Larga (Bistra)
,278,Lunca Larga (Ocolis)
,278,Lunca Merilor
,278,Lunca Metesului
,278,Lunca Muresului
,278,Lunca Tarnavei
,278,Lunca Vesesti
,278,Lupaiesti
,278,Lupsa
,278,Lupseni
,278,Lupu
,278,Lupulesti
,278,Macaresti
,278,Maghierat
,278,Magina
,278,Magura (Galda De Jos)
,278,Mahaceni
,278,Mamaligani
,278,Manarade
,278,Manastire
,278,Mancesti
,278,Margaia
,278,Margineni
,278,Marinesti
,278,Martesti
,278,Martinie
,278,Matacina
,278,Matei
,278,Matisesti (Ciuruleasa)
,278,Matisesti (Horea)
,278,Medresti
,278,Medves
,278,Mereteu
,278,Mescreac
,278,Mesentea
,278,Metes
,278,Micesti
,278,Micoslaca
,278,Mihaiesti
,278,Mihalt
,278,Mihoesti
,278,Miraslau
,278,Modolesti
,278,Modolesti (Vidra)
,278,Mogos
,278,Moraresti (Ciuruleasa)
,278,Moraresti (Sohodol)
,278,Morcanesti
,278,Motorasti
,278,Mugesti
,278,Muncelu
,278,Munesti
,278,Muntari
,278,Mununa
,278,Musca
,278,Nadastia
,278,Namas
,278,Napaiesti
,278,Necrilesti
,278,Necsesti
,278,Negesti
,278,Negresti
,278,Nelegesti
,278,Nemesi
,278,Nicoresti
,278,Niculesti
,278,Noslac
,278,Novacesti
,278,Oarda
,278,Obreja
,278,Ocna Mures
,278,Ocnisoara
,278,Ocoale
,278,Ocolis
,278,Odverem
,278,Ohaba
,278,Oidesti
,278,Oiejdea
,278,Olteni
,278,Oncesti
,278,Orasti
,278,Orgesti
,278,Ormenis
,278,Paclisa
,278,Padure
,278,Padurea
,278,Pagida
,278,Panade
,278,Panca
,278,Pantesti
,278,Parau Gruiului
,278,Parau Lui Mihai
,278,Parau-Carbunari
,278,Pastesti
,278,Patrahaitesti
,278,Patrangeni
,278,Patrusesti
,278,Patrutesti
,278,Peles
,278,Perjesti
,278,Peste Valea Bistrii
,278,Petelca
,278,Petelei
,278,Petreasa
,278,Petreni
,278,Petresti
,278,Petrisat
,278,Pianu
,278,Pianu De Jos
,278,Pianu De Sus
,278,Pirita
,278,Pitarcesti
,278,Pitiga
,278,Plai (Garda De Sus)
,278,Plaiuri
,278,Plescuta
,278,Plesesti
,278,Plesi
,278,Plisti
,278,Podu Lui Paul
,278,Poduri
,278,Poduri-Bricesti
,278,Poiana (Bistra)
,278,Poiana (Bucium)
,278,Poiana (Sohodol)
,278,Poiana Aiudului
,278,Poiana Ampoiului
,278,Poiana Galdei
,278,Poiana Ursului
,278,Poiana Vadului
,278,Poieni (Blandiana)
,278,Poieni (Bucium)
,278,Poienile-Mogos
,278,Poienita (Arieseni)
,278,Poienita (Vintu De Jos)
,278,Poiu
,278,Ponor
,278,Ponorel
,278,Popestii De Jos
,278,Popestii De Sus
,278,Posaga
,278,Posaga De Jos
,278,Posaga De Sus
,278,Posogani
,278,Potionci
,278,Preluca
,278,Presaca Ampoiului
,278,Puiuletesti
,278,Purcareti
,278,Puselesti
,278,Racatau
,278,Rachis
,278,Rachita
,278,Radesti
,278,Rahau
,278,Raicani
,278,Ramet
,278,Ratitis
,278,Ravicesti
,278,Razboieni Cetate
,278,Reciu
,278,Remetea
,278,Rimetea
,278,Robesti
,278,Rogoz
,278,Rosesti
,278,Rosia De Secas
,278,Rosia Montana
,278,Runc (Scarisoara)
,278,Runc (Vidra)
,278,Runc (Zlatna)
,278,Runc(Ocolis)
,278,Runcuri
,278,Rusesti
,278,Rusi
,278,Sagagea
,278,Salagesti
,278,Salciua
,278,Salciua De Jos
,278,Salciua De Sus
,278,Salistea
,278,Salistea-Deal
,278,Sanbenedic
,278,Sancel
,278,Sancrai
,278,Sanmiclaus
,278,Santamarie
,278,Santimbru
,278,Saracsau
,278,Sard
,278,Sartas
,278,Sasa
,278,Sasciori
,278,Scarisoara
,278,Scoarta
,278,SEBES
,278,Sebesel
,278,Sebisesti
,278,Secasel
,278,Segaj
,278,Seusa
,278,Sfarcea
,278,Sfoartea
,278,Sibot
,278,Sicoiesti
,278,Silea
,278,Silivas
,278,Simocesti
,278,Simulesti
,278,Snide
,278,Soal
,278,Soharu
,278,Sohodol
,278,Sohodol (Albac)
,278,Soicesti
,278,Soimus
,278,Sona
,278,Sorlita
,278,Spalnaca
,278,Spatac
,278,Spring
,278,Stalnisoara
,278,Stana De Mures
,278,Stanesti
,278,Stauini
,278,Stefanca
,278,Stei-Arieseni
,278,Stertesti
,278,Stiuleti
,278,Straja
,278,Stremt
,278,Strungari
,278,Sturu
,278,Sub Piatra
,278,Sucesti
,278,Sugag
,278,Surdesti
,278,Suseni
,278,Tamboresti
,278,Taranesti
,278,Tarina
,278,Tarsa
,278,Tarsa-Plai
,278,Tartaria
,278,Tatarlaua
,278,Tau
,278,Tau Bistra
,278,Tauni
,278,Tauti
,278,Tecsesti
,278,Teiu
,278,Teius
,278,Teleac
,278,Telna
,278,Tibru
,278,Tifra
,278,Tiur
,278,Toci
,278,Tolacesti
,278,Tomesti
,278,Tomnatec
,278,Tomusesti
,278,Tomutesti
,278,Tonea
,278,Totesti
,278,Totoi
,278,Trampoiele
,278,Trancesti
,278,Trifesti (Horea)
,278,Trifesti (Lupsa)
,278,Trisoresti
,278,Turdas
,278,Uioara De Jos
,278,Uioara De Sus
,278,Ungurei
,278,Unirea
,278,Urdes
,278,Vadu Motilor
,278,Vai
,278,Valcaneasa
,278,Valcea
,278,Valcesti
,278,Vale In Jos
,278,Valea Abruzel
,278,Valea Alba
,278,Valea Barlutesti
,278,Valea Barnii
,278,Valea Bistrii
,278,Valea Bucurului
,278,Valea Caselor
,278,Valea Cerbului
,278,Valea Ciuciului
,278,Valea Cocesti
,278,Valea Fagetului
,278,Valea Giogesti
,278,Valea Goblii
,278,Valea Holhorii
,278,Valea Inzelului
,278,Valea Larga
,278,Valea lui Mihai
,278,Valea Lunga
,278,Valea Lupsii
,278,Valea Maciului
,278,Valea Manastirii
,278,Valea Mare
,278,Valea Mare (Gurahont)
,278,Valea Mica
,278,Valea Mlacii
,278,Valea Morii
,278,Valea Negrilesii
,278,Valea Poienii (Bucium)
,278,Valea Poienii (Ramet)
,278,Valea Sasului
,278,Valea Sesii (Bucium)
,278,Valea Sesii (Lupsa)
,278,Valea Tupilor
,278,Valea Utului
,278,Valea Uzei
,278,Valea Verde
,278,Valea Vintului
,278,Valeni (Bucium)
,278,Valeni (Metes)
,278,Valisoara
,278,Valtori (Vadu Motilor)
,278,Valtori (Zlatna)
,278,Vama Seaca
,278,Vanvucesti
,278,Varsi
,278,Varsii Mari
,278,Varsii Mici
,278,Varsi-Rontu
,278,Vartanesti
,278,Vartop
,278,Vasesti
,278,Verdesti
,278,Veseus
,278,Veza
,278,Vidolm
,278,Vidra
,278,Vidrisoara
,278,Viezuri
,278,Vinerea
,278,Vingard
,278,Vinta
,278,Vintu de Jos
,278,Vladesti
,278,Vladosesti
,278,Vulcan
,278,Vurpar
,278,Zagris
,278,Zanzesti
,278,Zaries
,278,Zlatna
